場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
翔名科技股份有限公司,新竹市,香山區,,牛埔南路,,,221號,,(03)5384900,僅供職場內部限定,,自願設置
陽明交通大學(光復校區),新竹市,東區,,大學路,,,1001號,,(03)5712121,學生上課時間均開放,,自願設置
愛兒悅有限公司,新竹市,北區,,東大路,3段,,222號,,(03)5360661,週一至週日10:00~21:00,,自願設置
愛德華先進公司,新竹市,東區,,公道五路,2段,,180號,5樓,,僅供職場內部限定,,自願設置
新代科技股份有限公司,新竹市,東區,,研發二路,,,25號,,(03)6663553,僅供職場內部限定,,自願設置
新加坡商輝達開發有限公司台灣分公司,新竹市,東區,,公道五路,3段,,1號,1樓,(03)66055799,僅供職場內部限定,,自願設置
新竹市文化局圖書館-鹽水分館,新竹市,香山區,,長興街,,262巷,38號,2樓,(03)5372000,週一休館週二至週日09:00~17:00,,自願設置
新竹市立田徑場,新竹市,東區,,公園路,,,283號,,(03)5621138,週一至週五上午8:00~下午17:00,,自願設置
新竹市社會福利中心,新竹市,北區,,南勢六街,,,11號,3樓,(03)5232055,"週一至週五 
上午08:00–12:00；下午13:00–17:00",,自願設置
新竹市環境保護局,新竹市,北區,,海濱路,,,240號,,(03)5368920,週一至週五8:00~17:00,,自願設置
瑞昱半導體股份有限公司,新竹市,東區,,園區二路,,,9號,,(03)5780211,僅供職場內部限定,,自願設置
瑞鼎科技股份有限公司,新竹市,東區,,力行路,,,23號,2樓,(03)6661818,僅供職場內部限定,,自願設置
臺灣銀行股份有限公司北大路分公司,新竹市,東區,,民權路,,,267號,,(03)535438,如有需求請至服務台詢問,,自願設置
臺灣銀行股份有限公司新竹分公司,新竹市,東區,,林森路,,,29號,2樓,(03)5266161,如有需求請至服務台詢問,,自願設置
遠東金士頓科技股份有限公司 C4室,新竹市,東區,,力行一路,,,1號,C4室,(03)5666786,僅供職場內部限定,,自願設置
遠東金士頓科技股份有限公司 D棟,新竹市,東區,,力行一路,,,1-5號,,(03)5666785,僅供職場內部限定,,自願設置
遠東金士頓科技股份有限公司 M棟,新竹市,東區,,力行一路,,,1-5號,,(03)5666785,僅供職場內部限定,,自願設置
遠東金士頓科技股份有限公司 U廠,新竹市,東區,,力行三路,,,7號,,(03)5666785,僅供職場內部限定,,自願設置
遠東金士頓科技股份有限公司 X棟,新竹市,東區,,力行一路,,,1-5號,,(03)5666785,僅供職場內部限定,,自願設置
廢物媽媽育兒農場,新竹市,香山區,,海埔路,,518巷75弄,85之1號,,0988-911572,週一至週日09:00~17:00,,自願設置
磐石中學,新竹市,北區,,西大路,,,683號,,(03)5223946,學生上課時間均開放,,自願設置
盧森堡商達爾國際股份有限公司新竹分公司,新竹市,東區,,工業東七路,,,7號,,(03)5771036,僅供職場內部限定,,自願設置
環球晶圓股份有限公司中德分公司,新竹市,東區,,研新一路,,,2號,,(03)5783131,僅供職場內部限定,,自願設置
聯合再生能源科技股份有限公司,新竹市,東區,,力行三路,,,7號,,(03)5780011,僅供職場內部限定,,自願設置
聯發科技股份有限公司(力行),新竹市,東區,,力行三路,,,11號,3樓,,僅供職場內部限定,,自願設置
聯發科技股份有限公司(篤行),新竹市,東區,,篤行一路,,,1號,,(03)5670766,僅供職場內部限定,,自願設置
聯華電子股份有限公司8AB廠,新竹市,東區,,力行二路,,,3號,,(03)5782258,僅供職場內部限定,,自願設置
聯華電子股份有限公司8E廠,新竹市,東區,,力行路,,,17號,,(03)5782258,僅供職場內部限定,,自願設置
聯華電子股份有限公司8F廠,新竹市,東區,,力行六路,,,3號,,(03)5782258,僅供職場內部限定,,自願設置
聯華電子股份有限公司UT廠,新竹市,東區,,力行二路,,,3號,,(03)5782258,僅供職場內部限定,,自願設置
鴻揚半導體股份有限公司,新竹市,東區,,研新三路,,,3號,,(03)5643888,僅供職場內部限定,,自願設置
大安醫院,新竹縣,竹北市,,博愛街,,318巷,6號,B1,03-5557188,週一至週六門診時段,洽復健科協助開門後自行使用,自願設置
大自然文化世界,新竹縣,峨眉鄉,,快樂路,,,1號,,"03-6214596  
03-5806632
劉圓慧",依官網公告為準,,自願設置
大嬸婆私房菜,新竹縣,橫山鄉,,中正路,,,7號,,03-5849093,"週一、週二、週五 上午11時至下午3時
週六、週日 上午11時至晚上18:30",,自願設置
中國醫藥大學新竹附設醫院,新竹縣,竹北市,,興隆路,一段,,199號,5樓,03-5580558,週一至週六門診時段,,自願設置
北埔麻布山林,新竹縣,北埔鄉,,麻布樹排,,,6號,,03-5805858,"週一至週日上午07:30至晚上6:00
(依實際營業時間為主)",,自願設置
石潭社區發展協會,新竹縣,芎林鄉,,福昌街,,300巷,47號,,"0936453110
羅傳軍",週一至週五 上午9時至11:00,,自願設置
好客好品希望工場,新竹縣,橫山鄉,內灣村,,,,內灣139-1號,,"03-5849569
吳界",週三至週一 上午10時至下午5時,,自願設置
竹佑親子診所,新竹縣,竹北市,,仁和街,,,7號,1樓,03-5512882,週一至週六門診時段,,自願設置
"東元醫療社團法人
東元綜合醫院(A棟及C棟)",新竹縣,竹北市,,縣政二路,,,69號,,03-5527000,週一至週六門診時段,"A棟在地下室1樓
C棟在1樓)",自願設置
培靈醫院,新竹縣,關西鎮,新富里,,,,石門33之1號,,03-5476399,週一至週二 9:00-11:30 /14:00-16:30,,自願設置
麥客田園休閒農場,新竹縣,北埔鄉,,,,,13-3號,,03-5805678,週一至週日 上午9時至下午5時,,自願設置
萊馥渡假中心,新竹縣,關西鎮,玉石里,,,,12號,,03-5476188,全天24小時,,自願設置
新仁醫院,新竹縣,竹北市,,博愛街,,,331號,3樓,03-5552039,週一至週六門診時段,,自願設置
綠世界生態農場,新竹縣,北埔鄉,,,,,20號,,03-5801000,週一至週日 上午08:30至下午5:30,,自願設置
綠光水岸複合式餐廳,新竹縣,峨眉鄉,石井村,,,,1之4號,,"03-5806200  
陳明敏     ",週三至週日 上午10時至晚上6時,,自願設置
大同技術學院,嘉義市,東區,新開里,彌陀路,,,253號,衛生保健組,05-2223124-306,週一至週五    08：10~17：00,不對校外民眾開放。,自願設置
大同國民小學,嘉義市,西區,導明里,,,成功街,15號,禮運樓,05-2222114-313,週一至週五08:00~16:00,1.請先與健康中心洽詢。2.自行前往哺乳室使用並登記。,自願設置
大業國民中學,嘉義市,東區,安業里,,,大業街,57號,專科教室大樓2F,05-2223082-12,週一至週五08:00~17:00,"1.限校內員工使用，請先與總務處洽詢。
2.自行前往哺乳室使用並登記。",自願設置
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,嘉義市,東區,蘭潭里,大雅路,二段,,565號,4F,05-2756000-3312,週一至週五8:30~17:00 週六08:30~12:00,請自行前往哺乳室使用,自願設置
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,嘉義市,東區,中山里,民權路,,,60號,1F,05-2780040-9,"週一至週二、週四至週五8:30~20:30
週三08:30~17:00  週六08:30~12:00",請先與掛號櫃檯或警衛室聯絡,自願設置
文雅國民小學,嘉義市,東區,盧厝里,,,文雅街,2號,文德樓1F健康中心內隔間,05-2768011-172,週一至週五08:00~16:30,1.請先與健康中心洽詢。2.自行前往哺乳室使用並登記。,自願設置
世賢國民小學,嘉義市,西區,保福里,世賢路,一段,,687號,嘉義市世賢路一段687號,05-2338264,週一至週五08：30～16：30,請先與值班人員洽詢。,自願設置
北興國民中學,嘉義市,東區,仁義里,博東路,,,262號,宏學樓1F,05-2766602-611-339,"週一至週五08:00~16:00  
 ",僅供校內教職員工使用。,自願設置
民生國民中學,嘉義市,西區,福民里,新民路,,,601號,明善樓1F健康中心內隔間,05-2855331-231,週一至週五08:00~17:00,1.請先與健康中心洽詢。2.自行前往哺乳室使用並登記。,自願設置
民族國民小學,嘉義市,東區,民族里,民族路,,,235號,健康中心內隔間,05-2222113-619,週一至週五08:00~16:30,1.請先與健康中心洽詢。2.自行前往哺乳室使用並登記。,自願設置
玉山國民中學,嘉義市,西區,西平里,友忠路,,,1號,D棟C健康中心內隔間,05-2357980-224,週一至週五08:00~17:00,請先與健康中心洽詢。,自願設置
志航國民小學,嘉義市,西區,美源里,世賢路,四段,,141號,2樓,05-2857924-317,週一至週五08：30～16：00 ,1.請先與值班人員洽詢。2.中午未開放。,自願設置
育人國民小學,嘉義市,西區,港坪里,育人路,,,211號,健康中心內隔間,05-2351595-633,週一至週五8:00-16:00,1.請先與健康中心洽詢。 2.自行前往哺乳室使用並登記。,自願設置
林森國民小學,嘉義市,東區,新店里,林森東路,,,346號,同馨樓3樓教師休息室,05-2762063-113  /163/602,"週一至週五08：30～17：30
",1.請先與值班人員洽詢。2.中午有開放。                             3.假日不開放。,自願設置
南興國民中學,嘉義市,東區,芳草里,,,宣信街,182號,第1棟大樓健康中心內隔間,05-2224383-322,週一至週五08:00~17:00,僅供本校同仁及洽公人士使用。,自願設置
宣信國民小學,嘉義市,東區,新開里,,,宣信街,266號,百齡樓1F健康中心內隔間,05-2223904-2111,週一至週五07：40～16：30 ,1.設置於健康中心內。 2.請洽詢本校護理師,自願設置
國立華南高級商業職業學校,嘉義市,東區,華南里,,,光彩街,69號,華光樓1F健康中心內隔間,05-2773723,週一至週五 08：30～16：00 ,1.配合健康中心開放時間，需使用時請先與上班人員洽詢。 2.中午不開放。3.因考量學校業務運作，以校內教職員工優先使用。,自願設置
國立嘉義大學(林森校區),嘉義市,東區,太平里,林森東路,,,151號,C棟1FC109教室,05-2732405,週一至週五08:00~17:00,請先與值班人員洽詢。 ,自願設置
國立嘉義大學(新民校區),嘉義市,西區,美源里,新民路,,,580號,B棟1F健康中心內隔間,05-2732957,週一至週五08:00~17:00,請先與值班人員洽詢。 ,自願設置
國立嘉義大學(蘭潭校區),嘉義市,東區,鹿寮里,學府路,,,300號,行政中心一樓,05-2717197,週一至週五08:00~17:00,請先與值班人員洽詢。 ,自願設置
國立嘉義女子高級中學,嘉義市,西區,新開里,垂楊路,,,243號,教學大樓1F健康中心內隔間,05-2254601-1370,週一至週五07:30~17:30,"1.請先與建康中心洽詢。
2.自行前往哺乳室使用並登記。",自願設置
國立嘉義特殊教育學校,嘉義市,西區,港坪里,世賢路,二段,,123號,教學大樓1F,05-2858549-700,週一至週五08:00~17:00,"1.限校內員工使用，請先與人事室洽詢。
2.自行前往哺乳室使用並登記。",自願設置
國立嘉義高級工業職業學校,嘉義市,東區,短竹里,彌陀路,,,174號,行政大樓1F,05-2783450,週一至週五08:00~17:00,"1.僅供校內師生使用。
2.請先與總務處洽詢。",自願設置
國立嘉義高級中學,嘉義市,東區,東川里,大雅路,二段,,738號,宏觀樓1F, 05-2762804-223,"週一至週五8:00 ~16:30
 ",請先與健康中心洽詢,自願設置
國立嘉義高級商業職業學校,嘉義市,東區,東興里,中山路,,,7號,自強樓1F健康中心內隔間,05-2782421-341,週一至週五08:00~17:00,"1.請先與健康中心洽詢。 
2.自行前往哺乳室使用並登記",自願設置
崇仁醫護管理專科學校,嘉義市,東區,盧厝里,紅毛埤  ,,,217號 ,健康中心內,(05)2773932,週一至週五09：00～16：00,1.請先與值班人員洽詢。  2.中午有開放。,自願設置
崇文國民小學,嘉義市,東區,豐年里,垂楊路,,,241號,志道樓一樓健康中心,05-2222310-1015,週一至週五07:50-16:00  ,1.請先與健康中心洽詢。2.此場所僅供哺集乳使用。,自願設置
博愛國民小學,嘉義市,西區,竹邊里,友愛路,,,822號,,05-2322863-220,週一至週五08：00～17：00 ,1.請先與護理人員洽詢。2.中午有開放。 ,自願設置
富邦人壽,嘉義市,西區,福全里,北港路,,,251號,13F,05-2345777-27900,週一至週五08:30~17:30,1.請先與服務窗口劉小姐洽詢。                       2.自行前往哺乳室使用並登記。,自願設置
陽明醫院,嘉義市,東區,東興里,吳鳳北路,,,252號,3F,05-2252000-3353,週一至週日24小時開放,請自行前往哺乳室使用並登記,自願設置
僑平國民小學,嘉義市,西區,竹圍里,德安路,,,10號,活動中心1F,05-2333746-706,週一至週五08:00~16:30,請先與總務室洽詢。,自願設置
嘉義大學附設實驗國民小學,嘉義市,東區,林森里,林森東路,,,46號,健康中心內隔間,05-2788002-1341,週一至週五08:00~16:30,1.請先與健康中心洽詢。  2.自行前往哺乳室使用並登記。,自願設置
嘉義市宏仁女中,嘉義市,東區,荖藤里,忠孝路,,,667號,輔導室個諮室,05-2322802-307,週一至週五07:30-17:30,請先洽詢輔導室。,自願設置
嘉義市私立輔仁高級中學,嘉義市,東區,安業里,吳鳳南路,,,270號,福利社大樓,05-2281001-403,週一至週五08:00~17:00,1.請先與總務處洽詢。2.自行前往哺乳室使用並登記,自願設置
嘉義私立嘉華高級中學,嘉義市,東區,長竹里,民權東路,,,45號,科學大樓2樓,05-2761716-107,週一至週五08:00~16:00,1.請先與總務處洽詢。2.自行前往哺乳室使用並登記,自願設置
嘉義國民中學,嘉義市,東區,王田里,,,圓福街,86號,懿馨1F健康中心內隔間,05-2762625-221,週一至週五08:30~16:00,請先與健康中心洽詢。,自願設置
精忠國民小學,嘉義市,東區,圳頭里,林森東路,,,840號,教學大樓健康中心內隔間,05-2760474-20,週一至週五08:30~16:30,1.請先與值班人員洽詢。 2.中午有開放。,自願設置
戴德森醫療財團法人嘉義基督教醫院,嘉義市,東區,中庄里,忠孝路,,,539號,倪傑大樓6樓,05-2765041-6141,週一至週五08:30~17:30,請自行前往哺乳室使用,自願設置
戴德森醫療財團法人嘉義基督教醫院,嘉義市,東區,中庄里,忠孝路,,,539號,"
D棟6F護產科護理站",05-2765041-7692,週一至週日24小時開放,請先與護理站聯絡,自願設置
戴德森醫療財團法人嘉義基督教醫院,嘉義市,東區,中庄里,忠孝路,,,539號,東院區門診大樓6樓小兒科門診候診區,05-2765041-6152,週一至週五     08:30~12:00  13:30- 17:00,請自行前往哺乳室使用,自願設置
謝俊雄婦兒科診所,嘉義市,西區,美源里,興業西路,,,87.89號,7F,05-2867272-310或388,週一至週六08:30~17:30,請自行前往哺乳室使用。,自願設置
蘭潭國民小學,嘉義市,東區,蘭潭里,小雅路,,,419號,4F輔導處內隔間,05-2763492-14,週一至週五7:50--17:30,請先與輔導處洽詢 1.提供冰箱使用。                          2.如需電熱器請自備。,自願設置
蘭潭國民中學,嘉義市,東區,長竹里,民權東路,,,32號,嘉義市東區民權東路32號,05-2773582-240,週一至週五08：30～17：00,1.請先與輔導室值班人員洽詢。2.中午有開放。                         3.此為個別諮商室共同使用，進入前請先確認個別諮商時間。      ,自願設置
大同國小,嘉義縣,朴子市,竹圍里,大同路,,,239號 ,,05-3792144#124 ,每週一至五上午08:00~17:00,請自行前往哺乳室,自願設置
大林慈濟醫院,嘉義縣,大林鎮,,民生路,,,2號,,05-2648000,週一至週日均開放,無,自願設置
大埔國中小,嘉義縣,大埔鄉,茄苳村,竹圍仔,,,5號,,05-2521014,週一至週五08:00-17:00,無,自願設置
